WORD,COUNT
cárceles,2
círculo,1
cómo,1
dado,1
debajo,1
debate,3
debatiendo,1
debe,1
deberes,2
decenas,2
decimos,3
decir,3
decirle,1
declarar,1
defender,1
defendido,1
definitiva,2
delincuencia,1
delincuentes,3
delito,1
democracia,1
demostración,1
derecho,9
derechos,8
desarrollo,8
desastre,1
descentralizador,1
descentralizar,1
desigualdad,1
desocupación,1
despilfarro,1
después,7
destinos,1
destrozaron,1
desvalorización,1
desvalorizado,1
determina,1
determinan,1
deuda,1
dicho,3
dictadura,1
dificultades,3
diga,1
digo,1
dijo,1
dilapidado,1
dinero,1
distintos,1
docentes,1
documentos,1
domingo,4
dos,2
dramática,1
droga,2
drogas,1
dura,1
déficit,1
día,1
días,2
dólares,6
economista,1
economía,2
económico,2
educación,21
educativa,1
educativas,1
educativos,1
efectuó,1
ejecutaron,1
ejecutivo,1
ejemplo,4
ejercicio,2
elegimos,1
elegir,2
eliminar,1
eléctrica,1
embarcaron,1
empobrecido,1
empobrecieron,1
empresas,3
encarecido,1
enchufa,1
encima,1
encontrar,1
energía,1
enojar,1
enorme,3
enormes,2
enseñanza,1
entendemos,1
entendimientos,1
entiende,1
entonces,3
entrar,2
entrega,1
envidrio,1
error,1
escapan,1
escapando,1
escape,1
escuelas,1
esencia,1
esencial,1
esencialidad,1
especie,2
esperando,1
esperábamos,1
establece,1
estatizado,1
estilo,1
estrepitoso,1
estudiante,1
europa,1
evo,1
evolución,1
exhibió,1
exitosas,1
exonerar,1
experiencias,1
exportador,1
expresan,1
expresar,1
extensión,1
extranjerización,1
extremadamente,2
fallido,2
falta,2
favorable,1
finalizar,1
firme,1
firmó,1
fiscal,3
forma,3
fortaleza,1
fracaso,1
franqueza,1
frases,2
frente,19
friopan,1
frontera,1
frutillita,1
fuerte,2
fuertemente,1
fuerza,1
funcionamiento,1
funcionan,2
función,3
fundamental,3
fundamentales,1
futuro,7
fíjense,2
fíjese,1
gabinete,1
garantía,2
gas,1
general,2
gente,7
gerentes,1
gestión,1
gobernando,1
gobernar,1
gobierno,6
gracias,3
grande,4
grave,6
gravísima,1
gravísimos,1
guardia,3
haber,1
haberse,1
habiliten,1
habla,1
hablamos,1
hablan,3
hablar,1
hace,2
hacer,4
hacia,1
haciendo,1
haga,1
hechas,1
hecho,3
hectáreas,1
hicieron,2
hicimos,1
hijos,3
hipotecaron,1
historia,1
hizo,2
hombro,1
homicidio,1
honestidad,1
hora,1
horas,1
horno,1
hospitales,2
hoy,14
huelga,1
huida,1
humano,2
humanos,1
iass,1
idea,1
ideologías,1
ideológicamente,1
ideológicas,2
ideológico,1
ideológicos,1
igualdad,1
igualdades,1
importante,1
impuestos,5
impulsar,1
in,1
inaceptable,2
incentivar,1
incerteza,1
incertidumbres,1
inciertas,1
incluido,1
incluso,3
inconcebible,1
incrementaron,1
increíble,1
increíbles,2
indiscutible,2
industria,1
inequidad,1
ingeniera,5
iniciativa,1
insanía,1
inseguridad,1
instancia,1
instrumentos,2
integral,1
intentado,1
intentamos,1
intentar,1
interconectados,1
interior,1
internacionales,1
inversiones,1
inversión,5
inversor,1
investigadores,1
ir,2
izquierda,1
jefatura,1
juez,1
jurídico,1
justicia,2
lamentable,3
lamentablemente,5
latina,1
lectora,3
legalidad,1
legalización,1
lejos,1
ley,2
librar,1
libre,1
liceo,2
liderazgo,1
llamado,1
llegaron,1
llena,1
lleva,1
llevar,12
llevaron,1
lleven,1
local,1
luchado,1
lugar,2
línea,1
made,1
madres,1
mal,1
maldonado,1
malos,1
manda,2
mandato,1
manera,4
mano,3
manos,1
marca,1
marco,2
marihuana,1
mariscala,1
matando,1
materia,6
mayor,1
mayorías,1
mea,1
mediante,1
medicamentos,2
medio,1
medioambiente,1
mejor,2
mejoran,1
mejoren,1
menos,3
meses,2
miedo,4
mientras,2
mil,1
militares,2
millones,7
minas,1
ministerio,1
ministro,1
minutos,2
miopes,1
modelo,1
montevideo,2
morales,1
muchas,5
muere,1
mueren,2
multiplicado,1
multiplicó,1
mundo,1
nacer,1
nacional,11
nacionalista,1
nacionalistas,1
nación,1
narcotráfico,1
necesario,5
necesita,2
negamos,1
negociación,2
negocios,1
neoliberal,1
ningún,1
niños,3
nocturnos,2
nuevo,1
nunca,4
nylon,1
obligaciones,1
ocasiones,1
ocho,1
ocupación,1
ocuparnos,1
olvidó,1
omitido,1
oportunidades,2
orden,2
orgullosamente,1
pacto,1
padres,1
pagos,1
palabras,1
papeles,1
par,1
parado,1
paradoja,2
parapetado,1
parece,9
parlamentarias,1
paro,2
parte,1
participación,1
partido,9
partidos,2
pasado,3
pasando,2
pasta,4
pasó,2
pato,1
paysandú,1
país,26
pedirles,1
pena,1
penas,1
pensamiento,1
pensé,1
peor,5
perforando,1
perimidas,1
perimidos,1
permanente,2
permitido,1
personas,2
pertenecido,1
pesos,1
piensa,1
pitcnt,1
plantar,1
plata,2
plebiscitos,1
plenamente,1
pluna,1
pobre,2
pobreza,2
poder,5
podía,1
policía,1
política,1
políticas,3
político,2
políticos,1
pone,2
ponernos,1
populista,1
populistas,2
posibilidades,1
posible,2
practicar,1
precandidato,1
precisa,5
precisaba,1
prejuicio,2
prejuicios,1
preocupa,1
preocupante,1
presenta,1
presente,1
presidencia,2
presidente,1
preso,1
pretendido,1
pretensión,2
prevemos,1
previsión,1
prevista,1
primera,1
primero,1
principio,1
prioritario,2
privada,1
privatizado,1
problemas,3
procesado,1
proceso,1
proclamado,1
procurado,1
procurar,1
productividad,2
producto,2
programa,3
programáticas,1
prometen,1
prometer,2
propalar,1
propiedad,2
propio,1
propone,1
proponemos,2
propuesta,3
propuestas,1
proyectado,2
proyecto,3
próximo,2
próximos,2
pudieron,1
pueda,3
puedan,1
puede,6
pueden,3
punitiva,1
punta,1
puso,1
página,1
pésimos,1
pública,9
públicas,2
público,2
queda,1
quedan,1
quede,1
quedó,1
queremos,7
querido,1
quieren,4
quintil,1
radical,1
radicaliza,1
rapiña,1
realidad,4
realmente,15
recauda,1
recaudación,1
recaudar,1
recibieron,1
reclusión,1
recurrir,2
reforma,6
regasificadoras,1
regla,2
reglamentó,1
reglas,1
regulación,1
regulatorio,1
rehabilitación,1
relatar,1
relato,4
renuncia,1
renunciar,1
repetir,1
reproduce,1
república,3
requería,1
respaldar,1
respaldo,1
respecto,1
respetar,1
respetarla,1
respeto,1
responsable,1
respuestas,1
resulta,4
resultados,2
revela,1
revisable,1
rieles,1
ruinosos,1
ruta,2
saben,1
saber,1
salarios,1
sale,1
salida,2
salir,2
salud,1
sayago,1
sector,1
secuestrada,1
seguir,2
segunda,3
segundo,1
seguridad,8
seis,1
sentir,1
sepa,1
ser,8
servicio,2
señora,2
shock,1
si,6
sido,3
siempre,2
siendo,1
siete,1
significa,7
significar,1
siguen,1
sino,1
siquiera,1
sirve,2
sirven,1
sistema,1
situaciones,2
situación,3
social,2
sociales,1
sociedad,5
soluciones,1
sostenemos,2
subiendo,1
subir,4
subió,1
subsidiamos,1
subsidiando,1
subsidiar,1
suceder,1
sucursal,1
sueldo,1
suerte,6
sufragio,1
sumergido,1
sólo,1
tambo,1
tampoco,1
tan,2
tanta,2
tarea,1
tarifas,1
tecnología,1
tema,4
tener,7
tercer,4
termina,2
terminamos,1
terminan,1
terminará,1
tiempo,1
tierra,1
tirado,1
toda,3
todavía,1
torna,1
totalmente,1
trabajo,11
transparencia,1
tratamiento,3
tremendamente,1
tremendas,1
tres,1
tributos,1
títulos,1
universidad,1
universitarios,1
upm,1
uruguay,4
uruguaya,1
uruguayos,6
utilizando,1
va,4
vacilar,1
vacía,1
valores,3
vamos,4
van,2
veces,2
venezuela,1
vera,2
verdad,1
verdaderamente,2
verdaderos,1
vergüenza,1
vicepresidente,1
violados,1
visiones,1
viviendo,1
vivir,4
voten,1
voy,2
vuelta,1
vueltas,1
vuelva,1
vuelvo,1
vulnerable,1
wilsonista,2
época,1
íntimamente,1
últimos,1
única,1
único,3
únicos,1
