TYPE,COMPOUND,POSITIVE,NEGATIVE,NEUTRAL,SENTENCE
-2,-0.296000,0.000000,0.061000,0.939000,"Sí, a mí me gustaría seguir hablando profundamente del tema de seguridad, y yo creo que es de profundo humanismo expresar que si las cárceles... las cárceles no sirven si lo que hacen es reproducir un problema."
0,0.000000,0.000000,0.000000,1.000000,"Yo creo que tenemos que separar."
-2,-0.296000,0.000000,0.087000,0.913000,"Creo que el área de cárceles es un área que tenemos que analizar en profundidad y separar lo que funciona de lo que no funciona."
0,0.000000,0.000000,0.000000,1.000000,"Hay cosas que funcionan, como la cárcel de Punta de Rieles, que tiene cero bala tirada; que si tenés un tema con un cuchillo, te vas; donde hay reclusos que trabajan y estudian."
0,0.000000,0.000000,0.000000,1.000000,"Y hay otras experiencias similares que también funcionan."
0,0.000000,0.000000,0.000000,1.000000,"Diversas experiencias en el interior."
-2,-0.296000,0.000000,0.115000,0.885000,"Yo creo que hay que cambiar lo que haya que cambiar para que no sean universidades del delito."
0,0.000000,0.000000,0.000000,1.000000,"Y en los casos de máxima seguridad, con inteligencia."
-2,-0.296000,0.000000,0.524000,0.476000,"No a lo bruto."
0,0.000000,0.000000,0.000000,1.000000,"Ser implacables."
-3,-0.557400,0.000000,0.265000,0.735000,"Habrá que dar en el clavo sin machucar toda la pared."
0,0.000000,0.000000,0.000000,1.000000,"La delincuencia manda en las calles y manda en las cárceles."
0,0.000000,0.000000,0.000000,1.000000,"La cárcel de Punta Rieles fue idea nuestra, bastante criticada por las autoridades de la época."
0,0.000000,0.000000,0.000000,1.000000,"Parece increíble que se tenga prejuicios ideológicos a la hora de cuidar a la gente cuando hay experiencias exitosas de segunda fuerza en Europa y también en Chile."
-4,-0.778300,0.000000,0.268000,0.732000,"Entonces, no aceptamos esa suerte de intentar prometer hacia los próximos cinco años lo que habiendo tenido 15 años para atrás no cumplieron, no llevaron adelante, no ejecutaron."
0,0.000000,0.000000,0.000000,1.000000,"Y tenemos hoy una situación dramática en donde la droga está perforando a la sociedad uruguaya, en donde la pasta base está matando gente."
-2,-0.296000,0.000000,0.136000,0.864000,"Y el Frente Amplio no está haciendo nada en esta materia, ni siquiera tratamiento de adicciones."
0,0.000000,0.000000,0.000000,1.000000,"Sí, para seguir con el tema de seguridad y convivencia, yo quisiera incorporar una arista de la realidad que me parece que es muy importante para muchas mujeres: el lugar más inseguro es la casa."
0,0.000000,0.000000,0.000000,1.000000,"Estamos hablando de madres con hijos que quedan solos y tenemos en 2018 casi 40 mil denuncias, una denuncia cada 13 minutos de violencia doméstica."
0,0.000000,0.000000,0.000000,1.000000,"Nos hemos comprometido a instrumentar la Ley de Violencia de Género contra las mujeres."
0,0.000000,0.000000,0.000000,1.000000,"Creo que tenemos realmente que construir una cultura de igualdad en todos los ámbitos."
0,0.000000,0.000000,0.000000,1.000000,"La democracia se construye dentro y fuera de las casas."
0,0.000000,0.000000,0.000000,1.000000,"Creo que se impone un plan de emergencia contra la violencia basada en género que encolumne a todo el Estado."
0,0.000000,0.000000,0.000000,1.000000,"El Uruguay que necesitamos necesita a todas las mujeres."
-3,-0.557400,0.000000,0.286000,0.714000,"Debemos reconocer esta situación de emergencia sin excusas ni demoras."
0,0.000000,0.000000,0.000000,1.000000,"Creo que es ahora."
0,0.000000,0.000000,0.000000,1.000000,"Muchas gracias."
0,0.000000,0.000000,0.000000,1.000000,"Yo como uruguaya estoy orgullosa de que en nuestro país tenemos más derechos garantizados en salud."
0,0.000000,0.000000,0.000000,1.000000,"Hemos hecho una verdadera revolución con un Sistema Nacional Integrado de Salud que cambió radicalmente la salud pública y la salud privada."
0,0.000000,0.000000,0.000000,1.000000,"Bajó a la mitad el índice de mortalidad infantil y esto es muy importante porque antes el índice de mortalidad infantil era distinto según el barrio en el que vivías: en Ciudad Vieja era de 20, en Pocitos era de 6."
0,0.000000,0.000000,0.000000,1.000000,"Y este sistema lo bajó a la mitad en todo el territorio nacional."
0,0.000000,0.000000,0.000000,1.000000,"Esa es una caracterización de un sistema de salud a nivel mundial."
0,0.000000,0.000000,0.000000,1.000000,"Desaparecieron las muertes maternas por abortos clandestinos, recuperamos desde los escombros los hospitales públicos y los convertimos en centros de referencia."
0,0.000000,0.000000,0.000000,1.000000,"Hicimos instituciones de punta, como el CUDIL."
0,0.000000,0.000000,0.000000,1.000000,"Pero además nos encargamos de hogares que nunca nadie atendió."
0,0.000000,0.000000,0.000000,1.000000,"Tuvimos que crear un plan de emergencia que al principio iba a atender 40.000 hogares."
0,0.000000,0.000000,0.000000,1.000000,"Descubrimos que eran 100.000."
0,0.000000,0.000000,0.000000,1.000000,"Descubrimos que había un Uruguay que estaba condenado a la exclusión y que nunca había sido registrado."
0,0.000000,0.000000,0.000000,1.000000,"Miles de compatriotas indocumentados, decenas de miles de personas que eran ciegas y que en realidad podían ver."
0,0.000000,0.000000,0.000000,1.000000,"80.000 personas recuperaron la vista."
0,0.000000,0.000000,0.000000,1.000000,"Y también en Educación hemos avanzado a pesar de la prédica deprimente, hay cosas maravillosas que pasan en la educación."
2,0.340000,0.156000,0.000000,0.844000,"Ha aumentado la matrícula de la UTU en un 50%, de una nueva UTU."
0,0.000000,0.000000,0.000000,1.000000,"Diversos índices: una inversión en infraestructura edilicia que es más del 50% de la infraestructura de ANEP; la tasa de la universidad, que sube un 50%; más de la mitad de los universitarios son primeros universitarios en su familia."
0,0.000000,0.000000,0.000000,1.000000,"También en la educación inicial: la mejor educación inicial con universalización en cuatro y cinco años, con una cobertura fabulosa a los tres años."
0,0.000000,0.000000,0.000000,1.000000,"El plan Ibirapitá, porque el nuevo mundo es para todos."
0,0.000000,0.000000,0.000000,1.000000,"Y también las multitudinarias Olimpíadas de Robótica donde viene gente de todo el país, niños y niñas del interior y de Montevideo."
3,0.542300,0.163000,0.000000,0.837000,"Incorporación de plataformas de matemática, enseñanza del idioma inglés; miles de jóvenes que se incorporan a la enseñanza media superior."
0,0.000000,0.000000,0.000000,1.000000,"Creo que hemos hecho mucho y que falta mucho más, y creo que los uruguayos y los uruguayas nos merecemos la excelencia."
-2,-0.296000,0.000000,0.239000,0.761000,"Pero no excelencia para pocos, excelencia para todos."
0,0.000000,0.000000,0.000000,1.000000,"Vivir con derechos, con todo los derechos."
1,0.051600,0.154000,0.141000,0.705000,"Nosotros no nos proponemos eliminar lo que se ha llamado agenda de derechos."
0,0.000000,0.000000,0.000000,1.000000,"Lo que sí decimos es que hay que respetar todos los derechos."
2,0.340000,0.098000,0.000000,0.902000,"El Frente Amplio se ha pretendido adueñar de la verdad y han empobrecido la educación pública de una manera alarmante, de una manera alarmante."
-2,-0.381800,0.000000,0.120000,0.880000,"Yo creo que empobrecieron el presente, hipotecaron el futuro de manera muy grave porque la educación pública reproduce la desigualdad."
0,0.000000,0.000000,0.000000,1.000000,"Nunca tanta plata, nunca tanta plata y nunca tan malos resultados."
2,0.340000,0.082000,0.000000,0.918000,"Fíjense que con toda la inversión educativa que se ha hecho, sólo el 15 por ciento del quintil de más pobre termina liceo y eso es una cifra gravísima."
-2,-0.381800,0.000000,0.302000,0.698000,"Tremendamente grave de lo que está pasando."
0,0.000000,0.000000,0.000000,1.000000,"Han privatizado las oportunidades."
-2,-0.296000,0.000000,0.058000,0.942000,"Hoy el bolsillo de los padres determina la calidad de la educación pública y nosotros queremos más y mejor educación pública y no esta enorme inequidad de quienes se han dicho y proclamado como campeones de los derechos y de las igualdades."
-2,-0.296000,0.000000,0.091000,0.909000,"Nosotros queremos asegurar las clases porque es esencial la educación y vamos a no vacilar en declarar la esencialidad de la educación si así corresponde."
0,0.000000,0.000000,0.000000,1.000000,"Han omitido la agenda de los deberes, los valores, las obligaciones."
0,0.000000,0.000000,0.000000,1.000000,"Han estatizado la pobreza en un círculo permanente en donde el asistencialismo va con más asistencialismo."
-2,-0.296000,0.000000,0.196000,0.804000,"Y esto yo creo que no es la ruta de salida."
0,0.000000,0.000000,0.000000,1.000000,"La ruta de salida es el trabajo y la educación es el vivir con derechos, pero es también el vivir con deberes, porque esa es la esencia de la sociedad."
-2,-0.381800,0.000000,0.098000,0.902000,"Hoy tenemos gravísimos problemas en la educación de nuestros hijos y de los hijos de los uruguayos y esto nos parece algo extremadamente grave para el futuro."
0,0.000000,0.000000,0.000000,1.000000,"Condiciona el futuro."
-2,-0.296000,0.000000,0.524000,0.476000,"No se entiende."
0,0.000000,0.000000,0.000000,1.000000,"Hicimos un Acuerdo Nacional por la Educación en el año 2012 y a los seis, siete meses lo tirado a la basura."
0,0.000000,0.000000,0.000000,1.000000,"Lamentablemente."
0,0.000000,0.000000,0.000000,1.000000,"Cuando precisaba el país tener un mandato muy fuerte en una educación pública que requería el respaldo y la fortaleza del apoyo de los partidos políticos."
0,0.000000,0.000000,0.000000,1.000000,"Muy bien."
0,0.000000,0.000000,0.000000,1.000000,"La verdad es que una cosa es la interpretación de los hechos y otra cosa son los hechos."
0,0.000000,0.000000,0.000000,1.000000,"Nosotros podemos ver acá una copa medio vacía o una copa medio llena."
0,0.000000,0.000000,0.000000,1.000000,"El senador pone énfasis en ver la parte vacía."
0,0.000000,0.000000,0.000000,1.000000,"Yo pongo énfasis en ver cómo llenar esta copa, porque la verdad que lo que hay que recordar es que recibimos un país que era una copa vacía y que así lo volverían a dejar."
0,0.000000,0.000000,0.000000,1.000000,"Nosotros entendemos que hemos avanzado mucho en muchos aspectos de la educación y queda mucho por hacer."
0,0.000000,0.000000,0.000000,1.000000,"Y se puede hacer."
0,0.000000,0.000000,0.000000,1.000000,"Estamos proponiendo que el 100% de las escuelas pase a 7 horas, y lo podemos hacer porque hicimos cosas que parecían imposibles."
-2,-0.296000,0.000000,0.050000,0.950000,"Como el Plan Ceibal, que fue una demostración de que cuando los uruguayos queremos, podemos; de que la palabra imposible, no va. Una gran cantidad de cosas maravillosas suceden en la educación y en eso nos tenemos que afirmar para prepararla para el futuro."
0,0.000000,0.000000,0.000000,1.000000,"Copa vacía o copa llena."
-2,-0.361200,0.000000,0.085000,0.915000,"La cuestión es que en comprensión lectora, en tercer años, en niños de 8 y 9 años uno sale adelante, el otro queda a la vera del camino y eso es absolutamente lamentable."
0,0.000000,0.000000,0.000000,1.000000,"Además, la ingeniera se olvidó en su relato de un derecho nuevo que crearon hace hace poco tiempo: el derecho a vivir en la calle, debajo de un cartón y de un nylon, donde hay más de 2038 personas en situación de calle."
-2,-0.381800,0.000000,0.191000,0.809000,"Se han multiplicado los asentamientos y esto yo creo que es extremadamente grave."
-3,-0.526700,0.000000,0.161000,0.839000,"Y, realmente, no han cuidado algunos otros derechos que son fundamentales el derecho al medioambiente, las adicciones de... de tratamiento que no se han dado."
0,0.000000,0.000000,0.000000,1.000000,"Sí, para seguir hablando de derechos también es bueno recordar que en pleno Plan Ceibal desde el Partido Nacional se nos acusó de estar formando idiotas informáticos."
0,0.000000,0.000000,0.000000,1.000000,"Pero acá lo importante son los procesos de igualdad, que yo creo que son el aire puro que renueva y revitaliza las democracias: hoy tenemos matrimonio igualitario, las mujeres pueden acceder a realizarse la interrupción voluntaria del embarazo de manera segura, hoy la población trans tiene sus derechos."
-2,-0.296000,0.000000,0.087000,0.913000,"La oposición no votó esta ley porque dice que está en la Constitución y justamente es la Constitución la que nos debe llevar acciones afirmativas."
0,0.000000,0.000000,0.000000,1.000000,"Uruguay tiene que ser un país, seguir siendo un país de derecho."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos que continuar las acciones afirmativas con afrodescendientes, con migrantes, con tema de discapacidad."
0,0.000000,0.000000,0.000000,1.000000,"Yo sueño con un país en el que todos busquemos ampliar los derechos y temo a quienes sólo buscan recortarlos."
2,0.340000,0.079000,0.000000,0.921000,"Bueno, realmente, un país que con lo que ha crecido resulta que la gente para acceder a medicamentos de alto costo tenga que recurrir a la justicia es, realmente, una vergüenza."
0,0.000000,0.000000,0.000000,1.000000,"Esa es una realidad."
-2,-0.296000,0.000000,0.066000,0.934000,"Con la legalización de la marihuana, bajo la pretensión de combatir el narcotráfico, incrementaron el consumo de las drogas y esto es indiscutible y no han hecho nada en materia de tratamiento de adictos."
