TYPE,COMPOUND,POSITIVE,NEGATIVE,NEUTRAL,SENTENCE
0,0.000000,0.000000,0.000000,1.000000,"Uruguay tiene que ser un país, seguir siendo un país de derecho."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos que continuar las acciones afirmativas con afrodescendientes, con migrantes, con tema de discapacidad."
0,0.000000,0.000000,0.000000,1.000000,"Yo sueño con un país en el que todos busquemos ampliar los derechos y temo a quienes sólo buscan recortarlos."
0,0.000000,0.000000,0.000000,1.000000,"Muchas gracias."
0,0.000000,0.000000,0.000000,1.000000,"Creo que tenemos que dejar las frases hechas, ir a los hechos."
-3,-0.700300,0.000000,0.309000,0.691000,"No es posible planear el futuro sin saber de dónde venimos y en qué estamos hoy."
0,0.000000,0.000000,0.000000,1.000000,"El Frente Amplio generó un crecimiento económico en el Uruguay durante estos 15 años y tuvo que arrancar prácticamente de cero, con un país totalmente sumergido, con 40 por ciento de nuestros compatriotas en la pobreza, una desocupación del 17 por ciento, ollas populares en miles de barrios, una cadena de pagos cortada."
0,0.000000,0.000000,0.000000,1.000000,"En fin, una situación de cero."
0,0.000000,0.000000,0.000000,1.000000,"Arrancamos con un país totalmente sumergido y arruinado."
0,0.000000,0.000000,0.000000,1.000000,"A partir de ahí, el crecimiento económico en Uruguay llegó a triplicar al de nuestros vecinos y duplicó el promedio de América Latina y en los 15 años de gobierno del Frente Amplio ni en un momento bajó el PBI."
0,0.000000,0.000000,0.000000,1.000000,"Pero lo que es más importante, tampoco bajaron los salarios."
0,0.000000,0.000000,0.000000,1.000000,"Acá hay dos modelos de país."
0,0.000000,0.000000,0.000000,1.000000,"Estos son los gobiernos de los partidos tradicionales: sube el PBI, baja el salario real."
0,0.000000,0.000000,0.000000,1.000000,"Este el período frenteamplista: aumenta mucho más el PBI y aumenta el salario real."
0,0.000000,0.000000,0.000000,1.000000,"Esto se llama distribución de la riqueza y cuando aumenta el género real, aumentan las jubilaciones."
1,0.051600,0.111000,0.102000,0.787000,"En términos de lo que es apertura de mercados, no se ha detenido el crecer la apertura de mercados."
-4,-0.865800,0.059000,0.299000,0.642000,"Y nuestro gobierno, sin desatender la región, ha sabido cambiar el comercio exterior para que la crisis cambiaria, financieras o productivas de la región no nos arrastren, para que no estemos encadenados a eso."
0,0.000000,0.000000,0.000000,1.000000,"Ahora es tiempo de una segunda generación de cambios."
0,0.000000,0.000000,0.000000,1.000000,"¿Por qué la podemos hacer?"
0,0.000000,0.000000,0.000000,1.000000,"Por qué es así que se atiende las coyunturas: proyectando hacia el futuro."
0,0.000000,0.000000,0.000000,1.000000,"¿Y por qué la podemos hacer?"
0,0.000000,0.000000,0.000000,1.000000,"Porque hemos hecho una imponente... un imponente plan de infraestructura: rutas, alumbrado, electrificación rural, escuelas, liceos, institutos terciarios, cambiamos toda la matriz energética, hospitales."
0,0.000000,0.000000,0.000000,1.000000,"Y además introdujimos al mundo, nuestro país, en los primeros lugares del mundo digital."
0,0.000000,0.000000,0.000000,1.000000,"La economía del mundo es digital."
0,0.000000,0.000000,0.000000,1.000000,"Hacia ahí va el mundo y ahí y por ahí es por donde vamos a construir el Uruguay que todos queremos."
-4,-0.886000,0.000000,0.264000,0.736000,"Sí, me interesaría seguir hablando de desarrollo: donde la oposición ve una crisis económica yo veo una paradoja, porque esa crisis no lo ven nuestros socios comerciales que cada vez son más."
-2,-0.296000,0.000000,0.239000,0.761000,"No la ven las calificadoras de riesgo internacionales."
-2,-0.296000,0.000000,0.355000,0.645000,"Y no la ve nuestra población."
0,0.000000,0.000000,0.000000,1.000000,"Nosotros pensamos que hay que multiplicar la inversión, especialmente en los sectores que generan empleo para los uruguayos."
0,0.000000,0.000000,0.000000,1.000000,"Ya lo hicimos con la energía, tenemos que hacerlo para otros sectores como el audiovisual, el farmacéutico, el del software."
0,0.000000,0.000000,0.000000,1.000000,"En fin, el de la inteligencia artificial."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos que apoyar a las pymes con hechos muy concretos."
0,0.000000,0.000000,0.000000,1.000000,"Por ejemplo, que los pagos del Estado sean obligatoriamente en 30 días."
0,0.000000,0.000000,0.000000,1.000000,"El 95 por ciento de las empresas del Uruguay son PyMEs."
0,0.000000,0.000000,0.000000,1.000000,"Nos costó demasiado llegar hasta aquí para sacrificarlo y volver para atrás."
0,0.000000,0.000000,0.000000,1.000000,"Sí, efectivamente."
-2,-0.296000,0.000000,0.087000,0.913000,"A mí me interesa seguir hablando de desarrollo porque creo que no hay que ir para atrás, hay que ir para adelante, hay que avanzar."
-2,-0.296000,0.000000,0.025000,0.975000,"Y me interesa mucho también un aspecto del sector agroindustrial que conozco bastante bien: si nosotros llevamos las actividades del futuro que están concentradas en Montevideo, a donde están los trabajadores del Uruguay profundo, realizando trabajos agroindustriales, lo que pasa ahí es un intercambio social, pero también un intercambio económico que permite, justamente, que el sector agroindustrial tradicional tome lo mejor del mundo del futuro para ser sustentable, para ponerse al día y para no quedar atrás y quedar condenado a una competitividad que el mundo y la transformación del trabajo les exige más."
0,0.000000,0.000000,0.000000,1.000000,"Nos costó demasiado llegar hasta donde hemos llegado como para tirarlo todo para la borda y volver atrás."
-2,-0.296000,0.000000,0.115000,0.885000,"Yo quiero un país que vaya para adelante, que apueste al futuro, que entienda que no hay imposibles."
0,0.000000,0.000000,0.000000,1.000000,"Muy bien."
0,0.000000,0.000000,0.000000,1.000000,"Nos quieren convencer de que este país es el mismo o peor que el que encontramos en el 2005."
0,0.000000,0.000000,0.000000,1.000000,"Creo que subestiman la inteligencia de los uruguayos y las uruguayas."
0,0.000000,0.000000,0.000000,1.000000,"Nosotros cambiamos nuestro país y ahora tenemos un país mucho mejor, más justo que el que teníamos cuando gobernaban blancos y colorados."
0,0.000000,0.000000,0.000000,1.000000,"Esto se ve en los datos objetivos, pero también los sentimos todos en el fondo de nuestro corazón."
0,0.000000,0.000000,0.000000,1.000000,"¿Este nuevo Uruguay lo construyó el Frente Amplio solo?"
-2,-0.296000,0.000000,0.524000,0.476000,"Claro que no."
0,0.000000,0.000000,0.000000,1.000000,"Lo hizo en diálogo, en intercambio con la sociedad, con los otros partidos políticos, con los trabajadores, con los empresarios, con los movimientos sociales."
-2,-0.296000,0.000000,0.196000,0.804000,"Ahora bien, si somos de izquierda no podemos estar conformes."
0,0.000000,0.000000,0.000000,1.000000,"Hay muchas más cosas que tenemos que hacer."
0,0.000000,0.000000,0.000000,1.000000,"En vivienda tenemos grandes desafíos, tenemos que avanzar más."
0,0.000000,0.000000,0.000000,1.000000,"Quitarle esa preocupación a los jóvenes para que puedan conducirse en ese desarrollo pleno de su vida."
0,0.000000,0.000000,0.000000,1.000000,"En educación tenemos problemas y los cambios que haya que realizar van a tener que ser afirmados en las cosas muy buenas que tenemos, pero también con los verdaderos protagonistas, los estudiantes, los docentes."
0,0.000000,0.000000,0.000000,1.000000,"El mundo actual está lleno de desafíos."
-2,-0.296000,0.000000,0.268000,0.732000,"La ciencia y la tecnología no esperan a nadie."
0,0.000000,0.000000,0.000000,1.000000,"El trabajo se va a seguir transformando."
1,0.177900,0.159000,0.000000,0.841000,"El medio ambiente se impone como un tema a tratar y a resolver."
0,0.000000,0.000000,0.000000,1.000000,"¿Cómo vamos a enfrentar estos desafíos?"
0,0.000000,0.000000,0.000000,1.000000,"Con diálogo, con diálogo con el PIT-CNT, con los empresarios, con los movimientos sociales."
-2,-0.296000,0.000000,0.128000,0.872000,"Porque a veces nos quieren hacer creer que este es un país en guerra y no lo es."
0,0.000000,0.000000,0.000000,1.000000,"El camino es adelante y lo más juntos posible."
0,0.000000,0.000000,0.000000,1.000000,"En segundo lugar, tenemos que poner los temas en el centro y animarnos a tener ideas nuevas y a desarrollarlas."
-2,-0.296000,0.000000,0.180000,0.820000,"Nosotros podríamos no haber hecho el proyecto de fibra al hogar."
0,0.000000,0.000000,0.000000,1.000000,"Podríamos haber resuelto la conectividad internacional de otra forma y Uruguay terminó en un proyecto internacional enorme, en igualdad de condiciones."
0,0.000000,0.000000,0.000000,1.000000,"Socio de Google, una de las empresas más grandes del mundo digital del mundo."
0,0.000000,0.000000,0.000000,1.000000,"O sea, realmente hay que estar seriamente comprometidos con el presente, pero pensando en las generaciones futuras, encontrando en los problemas, desafíos; y en los desafíos, oportunidades."
0,0.000000,0.000000,0.000000,1.000000,"Seguir igualando oportunidades, pero sobre todo seguir igualando resultados."
0,0.000000,0.000000,0.000000,1.000000,"El mundo cambió."
0,0.000000,0.000000,0.000000,1.000000,"Nuestro país también."
0,0.000000,0.000000,0.000000,1.000000,"Y en esta transformación que se va a ir dando en nuestro país, donde se van transformando los trabajos, se van transformando la clase media, que son los trabajadores del siglo XXI."
0,0.000000,0.000000,0.000000,1.000000,"La necesitamos más fuerte que nunca porque es la clave de una democracia sólida."
0,0.000000,0.000000,0.000000,1.000000,"Yo estoy convencida que la respuesta a los desafíos es más política, más diálogo, pero estoy más convencida que la respuesta es más Uruguay, es más Frente Amplio."
0,0.000000,0.000000,0.000000,1.000000,"Para continuar con la propuesta de lo que significa más Frente Amplio en salud."
0,0.000000,0.000000,0.000000,1.000000,"Por ejemplo, significa más telemedicina, encarar con una mirada nueva a las dificultades que tenemos de especialistas en el interior."
0,0.000000,0.000000,0.000000,1.000000,"En vivienda, significa preparar planes espaciales que ayuden a los jóvenes, planes a medida para los hogares más humildes, pero también significa investigación y desarrollo para la construcción con madera, más cooperativismo."
0,0.000000,0.000000,0.000000,1.000000,"En educación, significa el 100% de las escuelas en tiempo extendido."
-2,-0.296000,0.000000,0.078000,0.922000,"No sé si somos nuevos uruguayos, pero vivimos en un nuevo Uruguay y tenemos un Hospital Maciel y un hospital de Tacuarembó, que son un lujo en cualquier lugar."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos una cárcel de Punta de Rieles, que es un modelo, y tenemos verdaderos genios de la robótica en las escuelas públicas de nuestro país."
0,0.000000,0.000000,0.000000,1.000000,"Nuestra propuesta es que estas perlas del Uruguay de hoy sean lo común en el Uruguay del mañana."
0,0.000000,0.000000,0.000000,1.000000,"Sí, yo creo que tenemos que ser claros con la población, aquí lo que estamos hablando es de dos modelos de país."
0,0.000000,0.000000,0.000000,1.000000,"Yo estoy hablando de propuestas."
2,0.340000,0.094000,0.000000,0.906000,"Por un lado, una propuesta de país del Frente Amplio, que tiene un programa único y ha sabido conducir los destinos del país con seriedad."
0,0.000000,0.000000,0.000000,1.000000,"Y por otro lado, lo que queremos es un desvarío de frases."
-1,-0.128000,0.074000,0.096000,0.830000,"Yo acá tengo cuatro programas del Partido Nacional y no se sabe cuál va a ser, cómo va, cómo van a resolver este tema."
0,0.000000,0.000000,0.000000,1.000000,"El futuro necesita responsabilidad."
0,0.000000,0.000000,0.000000,1.000000,"La condición fundamental para que un partido pueda gobernar es que tenga un programa único y que tenga unidad."
0,0.000000,0.000000,0.000000,1.000000,"Y propuestas como las que estamos poniendo: un plan nacional de emergencia para la violencia de género, o un fondo de reconocimiento educativo."
0,0.000000,0.000000,0.000000,1.000000,"Y que lo que garantiza este rumbo, es que fuimos, somos y seremos una fuerza constructora."
0,0.000000,0.000000,0.000000,1.000000,"Obreros de la construcción de la patria del futuro."
0,0.000000,0.000000,0.000000,1.000000,"Muchas gracias."
0,0.000000,0.000000,0.000000,1.000000,"Estoy muy agradecida por estar aquí hoy."
0,0.000000,0.000000,0.000000,1.000000,"Quiero agradecerle al periodista Daniel Castro, al canal por haber organizado esta instancia, al senador por haber aceptado, creo que el diálogo nos acerca y que el intercambio de ideas siempre construye más democracia."
0,0.000000,0.000000,0.000000,1.000000,"Estoy honrada, además, también, porque siento que hoy me tocó ser abanderada como me tocó antes en la escuela, y en este debate me tocó llevar la bandera del Frente Amplio, un proyecto que empezó hace tanto, que se forjó en años de lucha sindical, en un largo camino de los movimientos sociales de los que nunca nos tenemos que separar."
0,0.000000,0.000000,0.000000,1.000000,"También en años de cárcel y de exilio."
-3,-0.557400,0.000000,0.153000,0.847000,"Un proyecto cuya principal fortaleza es el interés por el otro, es pensar en un porvenir sin que nadie quede atrás."
