TYPE,COMPOUND,POSITIVE,NEGATIVE,NEUTRAL,SENTENCE
1,0.177900,0.091000,0.000000,0.909000,"En este día de debate tenemos el escape de cuatro delincuentes de la Jefatura de Policía de Montevideo."
-2,-0.296000,0.000000,0.084000,0.916000,"Esto revela que en Uruguay hoy, en materia de seguridad, es un gobierno fallido porque no cuida el principio fundamental que es cuidar a los uruguayos."
0,0.000000,0.000000,0.000000,1.000000,"Los derechos humanos son violados todos los días."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos situaciones increíbles que están pasando."
0,0.000000,0.000000,0.000000,1.000000,"Basta relatar que tenemos un homicidio cada 20 horas, una rapiña cada 18 minutos."
0,0.000000,0.000000,0.000000,1.000000,"Barrios copados."
0,0.000000,0.000000,0.000000,1.000000,"Y nosotros hemos querido llevar adelante una reforma de la Constitución para llevar adelante instrumentos que mejoren la seguridad pública."
-2,-0.296000,0.000000,0.115000,0.885000,"La señora ingeniera, el otro precandidato del Frente Amplio, han dicho que no quieren militares en la calle."
-3,-0.526700,0.000000,0.077000,0.923000,"Bueno, nosotros decimos que lo que no queremos son delincuentes en las calles y lo que se debe decir claramente es si se va a cumplir o no, si se reforma la Constitución, porque hay una suerte de prejuicio ideológico de siempre tener miedo a los militares, cuando en definitiva lo que hay que tener miedo es a los delincuentes."
-2,-0.296000,0.000000,0.095000,0.905000,"No es posible llevar adelante una suerte de iniciativa en donde se habla de un gabinete de seguridad, una especie de comisión."
0,0.000000,0.000000,0.000000,1.000000,"¿Esa es la propuesta o una de las propuestas del Frente Amplio?"
0,0.000000,0.000000,0.000000,1.000000,"Una comisión después de 14 años de gobierno, después de 14 años gobernando, propone una comisión."
-3,-0.680800,0.000000,0.056000,0.944000,"Creo que es un enorme error... Nosotros queremos una reforma porque entendemos que es inaceptable que no se cumplan las penas, que no se pueda aplicar una pena de reclusión permanente revisable, que no se pueda llevar adelante todo lo que significa el tema de los allanamientos nocturnos o una Guardia Nacional para poder llevar adelante instrumentos que habiliten al Poder Ejecutivo, conjuntamente con otras políticas de rehabilitación -políticas sociales, políticas educativas- para librar una importante tarea de el azote que hoy tenemos en la sociedad, donde tenemos situaciones complejas en droga, con el cáncer social de la pasta base y en donde lamentablemente el Frente Amplio -vuelvo a repetir- es un gobierno fallido en materia de seguridad."
-2,-0.296000,0.000000,0.115000,0.885000,"La forma, como utilizando las palabras del economista Bergara, es no ser tan frutillita en materia de seguridad."
2,0.340000,0.103000,0.000000,0.897000,"La reforma constitucional que nosotros prevemos establece una segunda Guardia, que de otra forma también ya se ha aplicado en el país."
-3,-0.526700,0.000000,0.132000,0.868000,"Por ejemplo, la Guardia de Frontera, en donde incluso el propio Presidente de la República, después de haberse aprobado durante ocho meses, todavía no la puso en funcionamiento, no lo reglamentó."
0,0.000000,0.000000,0.000000,1.000000,"Creemos que lamentablemente uno tiene que llevar adelante el ejercicio de la presidencia con una mano clara, con una mano firme para poder conducir los destinos del país y hoy el Uruguay está realmente muy mal y tenemos que comprender."
0,0.000000,0.000000,0.000000,1.000000,"La delincuencia manda en las calles y manda en las cárceles."
0,0.000000,0.000000,0.000000,1.000000,"La cárcel de Punta Rieles fue idea nuestra, bastante criticada por las autoridades de la época."
0,0.000000,0.000000,0.000000,1.000000,"Parece increíble que se tenga prejuicios ideológicos a la hora de cuidar a la gente cuando hay experiencias exitosas de segunda fuerza en Europa y también en Chile."
-4,-0.778300,0.000000,0.268000,0.732000,"Entonces, no aceptamos esa suerte de intentar prometer hacia los próximos cinco años lo que habiendo tenido 15 años para atrás no cumplieron, no llevaron adelante, no ejecutaron."
0,0.000000,0.000000,0.000000,1.000000,"Y tenemos hoy una situación dramática en donde la droga está perforando a la sociedad uruguaya, en donde la pasta base está matando gente."
-2,-0.296000,0.000000,0.136000,0.864000,"Y el Frente Amplio no está haciendo nada en esta materia, ni siquiera tratamiento de adicciones."
0,0.000000,0.000000,0.000000,1.000000,"Vivir con derechos, con todo los derechos."
1,0.051600,0.154000,0.141000,0.705000,"Nosotros no nos proponemos eliminar lo que se ha llamado agenda de derechos."
0,0.000000,0.000000,0.000000,1.000000,"Lo que sí decimos es que hay que respetar todos los derechos."
2,0.340000,0.098000,0.000000,0.902000,"El Frente Amplio se ha pretendido adueñar de la verdad y han empobrecido la educación pública de una manera alarmante, de una manera alarmante."
-2,-0.381800,0.000000,0.120000,0.880000,"Yo creo que empobrecieron el presente, hipotecaron el futuro de manera muy grave porque la educación pública reproduce la desigualdad."
0,0.000000,0.000000,0.000000,1.000000,"Nunca tanta plata, nunca tanta plata y nunca tan malos resultados."
2,0.340000,0.082000,0.000000,0.918000,"Fíjense que con toda la inversión educativa que se ha hecho, sólo el 15 por ciento del quintil de más pobre termina liceo y eso es una cifra gravísima."
-2,-0.381800,0.000000,0.302000,0.698000,"Tremendamente grave de lo que está pasando."
0,0.000000,0.000000,0.000000,1.000000,"Han privatizado las oportunidades."
-2,-0.296000,0.000000,0.058000,0.942000,"Hoy el bolsillo de los padres determina la calidad de la educación pública y nosotros queremos más y mejor educación pública y no esta enorme inequidad de quienes se han dicho y proclamado como campeones de los derechos y de las igualdades."
-2,-0.296000,0.000000,0.091000,0.909000,"Nosotros queremos asegurar las clases porque es esencial la educación y vamos a no vacilar en declarar la esencialidad de la educación si así corresponde."
0,0.000000,0.000000,0.000000,1.000000,"Han omitido la agenda de los deberes, los valores, las obligaciones."
0,0.000000,0.000000,0.000000,1.000000,"Han estatizado la pobreza en un círculo permanente en donde el asistencialismo va con más asistencialismo."
-2,-0.296000,0.000000,0.196000,0.804000,"Y esto yo creo que no es la ruta de salida."
0,0.000000,0.000000,0.000000,1.000000,"La ruta de salida es el trabajo y la educación es el vivir con derechos, pero es también el vivir con deberes, porque esa es la esencia de la sociedad."
-2,-0.381800,0.000000,0.098000,0.902000,"Hoy tenemos gravísimos problemas en la educación de nuestros hijos y de los hijos de los uruguayos y esto nos parece algo extremadamente grave para el futuro."
0,0.000000,0.000000,0.000000,1.000000,"Condiciona el futuro."
-2,-0.296000,0.000000,0.524000,0.476000,"No se entiende."
0,0.000000,0.000000,0.000000,1.000000,"Hicimos un Acuerdo Nacional por la Educación en el año 2012 y a los seis, siete meses lo tirado a la basura."
0,0.000000,0.000000,0.000000,1.000000,"Lamentablemente."
0,0.000000,0.000000,0.000000,1.000000,"Cuando precisaba el país tener un mandato muy fuerte en una educación pública que requería el respaldo y la fortaleza del apoyo de los partidos políticos."
0,0.000000,0.000000,0.000000,1.000000,"Copa vacía o copa llena."
-2,-0.361200,0.000000,0.085000,0.915000,"La cuestión es que en comprensión lectora, en tercer años, en niños de 8 y 9 años uno sale adelante, el otro queda a la vera del camino y eso es absolutamente lamentable."
0,0.000000,0.000000,0.000000,1.000000,"Además, la ingeniera se olvidó en su relato de un derecho nuevo que crearon hace hace poco tiempo: el derecho a vivir en la calle, debajo de un cartón y de un nylon, donde hay más de 2038 personas en situación de calle."
-2,-0.381800,0.000000,0.191000,0.809000,"Se han multiplicado los asentamientos y esto yo creo que es extremadamente grave."
-3,-0.526700,0.000000,0.161000,0.839000,"Y, realmente, no han cuidado algunos otros derechos que son fundamentales el derecho al medioambiente, las adicciones de... de tratamiento que no se han dado."
2,0.340000,0.079000,0.000000,0.921000,"Bueno, realmente, un país que con lo que ha crecido resulta que la gente para acceder a medicamentos de alto costo tenga que recurrir a la justicia es, realmente, una vergüenza."
0,0.000000,0.000000,0.000000,1.000000,"Esa es una realidad."
-2,-0.296000,0.000000,0.066000,0.934000,"Con la legalización de la marihuana, bajo la pretensión de combatir el narcotráfico, incrementaron el consumo de las drogas y esto es indiscutible y no han hecho nada en materia de tratamiento de adictos."
-3,-0.585900,0.000000,0.137000,0.863000,"Y esto es una realidad cruel y dura en una sociedad como la nuestra, donde además, en el caso de la pasta base han permitido cualquier cosa."
-2,-0.296000,0.000000,0.084000,0.916000,"Y no quieren entrar en acciones contundentes en lo que significa allanamientos nocturnos con orden de juez competente para entrar en la boca de pasta base."
0,0.000000,0.000000,0.000000,1.000000,"En el Partido Nacional sostenemos que este, nuestro país grande, le quedó grande al Frente Amplio administrarlo."
1,0.226300,0.274000,0.195000,0.531000,"Y realmente no hay un clima favorable a la inversión."
0,0.000000,0.000000,0.000000,1.000000,"200 concordatos, más de 200 en los últimos dos años."
0,0.000000,0.000000,0.000000,1.000000,"Un tambo cada 40 minutos está cerrando."
-2,-0.381800,0.000000,0.102000,0.898000,"Vamos a plantar 35.000 hectáreas menos de arroz y esto realmente es algo grave porque hay decenas de empresas que están cerrando en todo el país."
-2,-0.296000,0.000000,0.239000,0.761000,"El inversor no confía más en este gobierno."
0,0.000000,0.000000,0.000000,1.000000,"Nuestro proyecto es un proyecto nacionalista, wilsonista, sobre la base del desarrollo nacional integral, del desarrollo local."
0,0.000000,0.000000,0.000000,1.000000,"Queremos llevar adelante un desarrollo agroindustrial exportador porque somos plenamente conscientes de que hay que respaldar al sector agropecuario."
0,0.000000,0.000000,0.000000,1.000000,"Si el campo anda bien, las ciudades anda bien."
0,0.000000,0.000000,0.000000,1.000000,"Y el Frente Amplio tiene un prejuicio contra todo lo que sea el campo."
0,0.000000,0.000000,0.000000,1.000000,"Es por esto que sostenemos que el modelo del Frente Amplio se agotó."
-2,-0.296000,0.000000,0.087000,0.913000,"Porque los candidatos del Frente Amplio no pueden prometer para los próximos cinco años lo que pudieron cumplir en los 15 años para atrás."
-2,-0.296000,0.000000,0.524000,0.476000,"Y no lo hicieron."
-2,-0.296000,0.000000,0.524000,0.476000,"No lo hicieron."
-3,-0.680800,0.000000,0.268000,0.732000,"Fíjese: no han adoptado una regla fiscal, no están de acuerdo en una regla fiscal, no tienen un programa económico consistente."
0,0.000000,0.000000,0.000000,1.000000,"La inversión privada hoy es un 30 por ciento menos que en el 2003, el déficit fiscal es 4.8 por ciento del producto, el más alto desde 1985."
0,0.000000,0.000000,0.000000,1.000000,"Una deuda que se multiplicó por tres: más de 38.000 millones de dólares."
0,0.000000,0.000000,0.000000,1.000000,"Y quieren subir impuestos."
0,0.000000,0.000000,0.000000,1.000000,"Quieren subir impuestos porque en la página 29 de las bases programáticas del Gobierno del Frente Amplio 2020-2025 hablan de subir impuestos."
-3,-0.526700,0.000000,0.188000,0.812000,"Tienen que decir qué impuestos van a subir (ya lo expresan, pero yo no se lo voy, no se lo voy a expresar)."
-2,-0.296000,0.000000,0.109000,0.891000,"La economía tiene que estar al servicio del ser humano y no el ser humano al servicio de la economía."
0,0.000000,0.000000,0.000000,1.000000,"Pero fíjense la recaudación del BPS."
0,0.000000,0.000000,0.000000,1.000000,"Cuando se hizo la reforma en el 2007, estaba prevista recaudar 400 millones de dólares."
0,0.000000,0.000000,0.000000,1.000000,"Hoy recauda 2300 millones de dólares con el IASS incluido."
0,0.000000,0.000000,0.000000,1.000000,"Y la evolución que tuvo el cambio que tuvo en el 2017 subió 400 millones de dólares."
-2,-0.296000,0.000000,0.423000,0.577000,"Así no aguanta nada."
-3,-0.526700,0.000000,0.286000,0.714000,"Con niños que en tercer año no tienen comprensión lectora, no hay futuro."
-2,-0.296000,0.000000,0.355000,0.645000,"No hay absolutamente ningún futuro."
-2,-0.296000,0.000000,0.145000,0.855000,"No hay confianza hoy en el gobierno del Frente Amplio en materia de inversiones."
-2,-0.296000,0.000000,0.091000,0.909000,"Realmente, han pertenecido a una suerte de clubes populistas y no son frases hechas, son frases que están en el pensamiento de todos los uruguayos."
-2,-0.296000,0.000000,0.066000,0.934000,"Clubes populistas chavistas, que no se pueden enojar tampoco porque se les diga eso porque incluso la señora ingeniera dijo que Cuba y Venezuela eran una democracia y yo creo que son una dictadura."
0,0.000000,0.000000,0.000000,1.000000,"Eso es absolutamente indiscutible."
0,0.000000,0.000000,0.000000,1.000000,"Me parece que ese club populista de los Evo Morales, de los Chávez destrozaron América Latina."
-3,-0.526700,0.000000,0.099000,0.901000,"Mientras desde el Frente hablan del desarrollo, desde el Partido Nacional decimos que hay algunas cosas que son increíbles: se embarcaron en negocios ruinosos PLUNA, ANCAP, casinos, regasificadoras que no funcionan, el horno de Paysandú que no se enchufa, Envidrio y decenas más."
0,0.000000,0.000000,0.000000,1.000000,"Y una huida enorme del derecho administrativo: un par de centenas de empresas que escapan al contralor del derecho público porque funcionan con dinero de todos los uruguayos pero escapando a la regulación del derecho público."
-1,-0.051600,0.071000,0.076000,0.853000,"Realmente, me parece que eso es grave y de desarrollo ni hablamos porque hemos asistido al mayor proceso de extranjerización de la tierra que el país en su historia ha tenido una."
0,0.000000,0.000000,0.000000,1.000000,"Es más Frente Amplio, se han parapetado en las mayorías parlamentarias durante 15 años."
0,0.000000,0.000000,0.000000,1.000000,"Por eso creemos que es necesario un cambio radical, porque lamentablemente han dilapidado la bonanza."
0,0.000000,0.000000,0.000000,1.000000,"Esa es la realidad."
-2,-0.296000,0.000000,0.306000,0.694000,"No hay que buscarle más vueltas."
-2,-0.296000,0.000000,0.081000,0.919000,"Nosotros proponemos seguridad porque el país no puede seguir viviendo en este clima de inseguridad, de insanía, de incerteza y de miedo con que hoy realmente tenemos."
0,0.000000,0.000000,0.000000,1.000000,"Y después nos acusan a nosotros de propalar el miedo... En segundo lugar, educación más y mejor educación pública."
0,0.000000,0.000000,0.000000,1.000000,"Esto es absolutamente fundamental, prioritario."
0,0.000000,0.000000,0.000000,1.000000,"Que el estudiante, que el alumno aprenda."
0,0.000000,0.000000,0.000000,1.000000,"Eso es lo que es necesario."
-2,-0.296000,0.000000,0.155000,0.845000,"Que la educación esté en manos de la República y no de las corporaciones."
0,0.000000,0.000000,0.000000,1.000000,"Asegurar los días de clase, asegurar la calidad de la enseñanza, la autonomía de los centros educativos, la educación en valores."
0,0.000000,0.000000,0.000000,1.000000,"Esto nos parece fundamental."
0,0.000000,0.000000,0.000000,1.000000,"En tercer lugar, tener un proyecto descentralizador."
0,0.000000,0.000000,0.000000,1.000000,"Descentralizar significa que las madres puedan tener a sus hijos en Mariscala o en Aiguá."
-2,-0.296000,0.000000,0.155000,0.845000,"Ahora no lo pueden hacer, tienen que ir a Minas o tienen que ir a Maldonado."
0,0.000000,0.000000,0.000000,1.000000,"Esta es la realidad."
-2,-0.296000,0.000000,0.104000,0.896000,"No hay igualdad de oportunidades en función de los distintos pagos, a veces nacer en el interior termina siendo una condena."
0,0.000000,0.000000,0.000000,1.000000,"Nosotros creemos que tenemos un país caro."
0,0.000000,0.000000,0.000000,1.000000,"Han encarecido el país porque además hablan de la ley de marco regulatorio, de la energía eléctrica."
-2,-0.296000,0.000000,0.061000,0.939000,"Se aprovecharon de lo que pueda significar ese tema, pero resulta que después las tarifas no bajan, siguen subiendo y las empresas públicas contribuyen en 14 años con 3000 millones de dólares a las arcas del Estado."
0,0.000000,0.000000,0.000000,1.000000,"Es necesario tener, y es una propuesta, un fuerte compromiso contra el despilfarro y contra la corrupción."
0,0.000000,0.000000,0.000000,1.000000,"Lo hemos proyectado y nos parece absolutamente prioritario."
0,0.000000,0.000000,0.000000,1.000000,"Por eso es necesario también llevar adelante una apertura al mundo."
-2,-0.296000,0.000000,0.064000,0.936000,"El Uruguay hoy no puede seguir cercado en función de afinidades ideológicas que para nada sirven y que lo único que determinan es que el país quede preso de ideologías que ya están perimidas."
0,0.000000,0.000000,0.000000,1.000000,"Porque tenemos una izquierda en la abundancia que se torna neoliberal en las soluciones."
0,0.000000,0.000000,0.000000,1.000000,"Porque, por ejemplo, el caso de UPM, es uno."
0,0.000000,0.000000,0.000000,1.000000,"Y cuando se aprieta resulta que ahí se radicaliza y pone impuestos."
0,0.000000,0.000000,0.000000,1.000000,"Es un relato muy bonito, pero tenemos en las cárceles una suerte de universidad del delito."
-2,-0.381800,0.098000,0.205000,0.697000,"Los hospitales y la administración de los hospitales ha sido lamentable, absolutamente lamentable, y cuanto más lejos de Montevideo están, es peor."
0,0.000000,0.000000,0.000000,1.000000,"Aquí la gente se muere por ACV."
0,0.000000,0.000000,0.000000,1.000000,"Hay más de 3000 personas que se mueren por ACV."
0,0.000000,0.000000,0.000000,1.000000,"Hay gente que se mueren por falta de la entrega de medicamentos de alto costo, para lo cual se tiene que recurrir a la justicia."
-1,-0.226300,0.000000,0.048000,0.952000,"Entonces, todo esto realmente me lleva a mí a afirmar que recibieron un país creciendo ya en el 2005 y resulta que tenemos peor trabajo, peor seguridad, peor salud, peor desarrollo económico y menos posibilidades incluso para la gente más pobre, más vulnerable."
-2,-0.296000,0.000000,0.109000,0.891000,"El Frente Amplio tiene programa único, pero después tiene resultados realmente pésimos en su política porque no saben gobernar."
0,0.000000,0.000000,0.000000,1.000000,"El Partido Nacional tiene un programa único, más allá de los documentos que exhibió, el tema es que nosotros elegimos el candidato y después adecuamos la propuesta que tenemos y eso me parece central en lo que significa nuestra gestión."
-3,-0.680800,0.000000,0.111000,0.889000,"Realmente el Frente Amplio no puede hoy decirle al país que el Uruguay tiene un futuro bajo estas reglas que, realmente, son totalmente inciertas, que no canalizan inversión, que no mejoran la educación porque la tienen secuestrada ideológicamente por las corporaciones y porque en definitiva, también en el marco de la seguridad han sido verdaderamente un desastre."
-2,-0.296000,0.000000,0.196000,0.804000,"Hoy esperábamos la renuncia del ministro Bonomi y no se efectuó."
0,0.000000,0.000000,0.000000,1.000000,"Muchas gracias al canal, muchas gracias a la ingeniera por la participación en esta instancia de debate."
0,0.000000,0.000000,0.000000,1.000000,"El Partido Nacional es un partido que nunca pone lo político por encima de lo jurídico."
2,0.340000,0.255000,0.000000,0.745000,"Partido Nacional siempre ha estado afiliado a la transparencia."
0,0.000000,0.000000,0.000000,1.000000,"Yo con toda franqueza, pensé que en alguno de sus papeles podía tener algún mea culpa por el tema de haber proyectado los costos del Antel Arena en 40 millones de dólares y salir 107 millones."
-2,-0.296000,0.000000,0.306000,0.694000,"Pero bueno, parece que no están."
-3,-0.599400,0.000000,0.106000,0.894000,"Digo que soy orgullosamente blanco y wilsonista y creo que tengo el derecho a pedirles a los nacionalistas que el próximo domingo voten por lo que hemos luchado durante 182 años, que es el ejercicio libre del sufragio."
0,0.000000,0.000000,0.000000,1.000000,"El país el domingo va a elegir candidato a la presidencia."
0,0.000000,0.000000,0.000000,1.000000,"El domingo el país va a elegir, del Partido Nacional, un candidato para la primera y la segunda vuelta."
1,0.102700,0.076000,0.000000,0.924000,"Es necesario encontrar los caminos que lleven a defender lo que en nuestro caso hemos defendido: la reforma constitucional."
-3,-0.680800,0.000000,0.113000,0.887000,"Que sepa la gente que firmó, más allá de su comportamiento, de lo que haga el próximo domingo, que nosotros vamos a ser garantía de cumplimiento y no aplicar la Constitución cuando no sirve y cuando no nos sirve, la negamos o intentamos anular una ley de caducidad de la pretensión punitiva del Estado, que ya tuvo dos plebiscitos."
0,0.000000,0.000000,0.000000,1.000000,"El país, precisa, liderazgo."
0,0.000000,0.000000,0.000000,1.000000,"El país precisa un cambio."
0,0.000000,0.000000,0.000000,1.000000,"El país precisa valores."
-2,-0.296000,0.000000,0.049000,0.951000,"El país precisa orden, respeto, no practicar de la boca para afuera de los acuerdos y hablar de los acuerdos, sino que lo que tenemos que hacer es procurar llevar adelante y ponernos al hombro el país para sentir que este país tiene que ser grande."
-3,-0.557400,0.000000,0.141000,0.859000,"Porque lo tenemos que hacer grande entre todos los uruguayos, sin visiones miopes, ideológicas, ancladas en el pasado o en amiguismos internacionales, absolutamente perimidos."
0,0.000000,0.000000,0.000000,1.000000,"Somos el partido de la Nación, somos el partido de la legalidad y del derecho."
-3,-0.526700,0.000000,0.188000,0.812000,"Queremos llevar adelante acuerdos, entendimientos y somos garantía de cumplir esos acuerdos, no como los que hemos procurado y no se han cumplido."
0,0.000000,0.000000,0.000000,1.000000,"Queremos un acuerdo nacional entre todos los partidos para ocuparnos de los verdaderos problemas de los uruguayos, que son los únicos adversarios del sistema político."
0,0.000000,0.000000,0.000000,1.000000,"Muchas gracias."
